일련번호,조사서번호,사망자수,부상자수,인명피해수,재산피해금액,상급기관명,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,위치정보X,위치정보Y,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,귀소일자,귀소시각,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,시설장소대분류명,시설장소중분류명,시설장소소분류명,화재유형명,발화지점,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,최초착화물소분류명,연소확대물대분류명,연소확대물소분류명,발생원인,전체인력수합계,동원소방력수,동원의용소방력수,동원경찰수,동원일반직수,동원군인수,동원전기가스유관기관수,기타동원명수,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
62,1.9051E+14,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20190510,93400,20190510,93419,,,20190510,93452,20190510,95201,20190510,104508,20190510,112308,20190510,10108,1709,13107,11,13,0,강원도,고성군,죽왕면,구성리,130-10,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,,,,329,54,54,15,0,150,29,27,13,맑음,25,29,135,4,
63,1.90511E+14,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20190511,23600,20190511,23654,,,20190511,23753,20190511,30417,20190511,151343,20190511,41725,20190511,91025,2624,11308,36,12,0,강원도,정선군,신동읍,방제리,산82,,임야,산불,사유림,임야,산중턱,입산자실화,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,102,14,24,4,20,0,40,0,68,맑음,23,21,225,4,건조경보
64,1.90511E+14,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20190511,55000,20190511,55040,,,20190511,55106,20190511,55501,20190511,183742,20190511,72212,20190511,73937,355,12711,37,22,2,강원도,홍천군,서면,두미리,260,,임야,산불,사유림,임야,산아래,건물,불꽃/불티,굴뚝아궁이,부주의,음식물조리중,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),120,12,39,8,28,0,33,0,14,구름조금,26,24,90,,
65,1.90512E+14,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20190512,115900,20190512,115919,,,20190512,120103,20190512,123250,20190512,4014,20190512,13014,20190512,25114,3147,5724,34,13,0,강원도,정선군,신동읍,가사리,산127,,임야,산불,국유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,162,13,18,11,50,0,0,70,139,맑음,24,28,225,4,건조주의보
66,1.90516E+14,0,0,0,0,강원소방본부,평창소방서,대관령119안전센터,,20190516,35500,20190516,35559,,,20190516,35711,20190516,42131,20190516,171510,20190516,503500,20190516,70817,2420,11329,56,7,0,강원도,평창군,대관령면,유천리,1,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,56,14,0,4,0,0,38,0,9,맑음,23,46,90,4,
67,1.90519E+14,0,0,0,330,강원소방본부,강릉소방서,옥계119안전센터,,20190519,21700,20190519,21712,,,20190519,21712,20190519,22655,20190519,144947,20190519,250210,20190519,32656,943,2515,13,11,0,강원도,강릉시,강동면,하시동리,192,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,46,21,0,5,10,0,0,10,12,맑음,22,63,315,8,
68,1.90523E+14,0,0,0,0,강원소방본부,정선소방서,임계119안전센터,,20190523,123000,20190523,123020,,,20190523,123109,20190523,125126,20190523,132029,20190523,15029,20190523,23129,2017,5903,34,15,0,강원도,정선군,임계면,문래리,250,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,123,20,10,3,30,0,0,60,138,맑음,26,20,225,12,
69,1.90524E+14,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,,20190524,125900,20190524,125957,,,20190524,10038,20190524,10836,20190524,134119,20190524,24247,20190524,25354,758,13411,6,6,0,강원도,영월군,영월읍,정양리,268,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/원거리소방서,50,13,0,7,15,0,15,0,9,맑음,31,28,270,4,
70,1.90529E+14,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20190529,20300,20190529,20303,,,20190529,20354,20190529,21948,20190529,151800,20190529,33808,20190529,35959,1554,11820,8,8,6,강원도,영월군,남면,북쌍리,121-1,,임야,산불,국유림,임야,산아래,군경사격장,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),234,11,0,7,30,130,0,56,18,맑음,25,21,270,4,
71,1.90531E+14,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20190531,71000,20190531,71000,,,20190531,71000,20190531,71514,20190531,74014,20190531,903014,20190531,100214,514,21500,9,9,3,강원도,영월군,남면,북쌍리,130,,임야,산불,공유림,임야,산중턱,군경사격장,불꽃/불티,모닥불/연탄/숯,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,42,2,0,0,0,40,0,0,2,맑음,16,63,0,4,
72,1.90604E+14,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20190604,125500,20190604,125537,,,20190604,125808,20190604,11234,20190604,131234,20190604,11234,20190604,30010,1426,0,10,10,0,강원도,철원군,갈말읍,토성리,146,토성길43,임야,산불,공유림,임야,산아래,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,31,13,1,0,0,15,2,0,7,맑음,28,44,270,4,
73,1.90604E+14,0,0,0,2307,강원소방본부,정선소방서,조양119안전센터,화암119지역대,20190604,21400,20190604,21415,,,20190604,21510,20190604,21924,20190604,152609,20190604,42148,20190604,63400,414,20224,19,19,1,강원도,정선군,화암면,화암리,408,,임야,산불,사유림,임야,산중턱,담뱃불,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,171,56,34,10,40,0,0,31,15,맑음,29,21,180,4,
74,1.90626E+14,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20190625,24800,20190625,24851,,,20190625,24954,20190625,32706,20190625,172316,20190625,52316,20190625,52316,3712,15610,16,16,0,강원도,철원군,갈말읍,정연리,35,,임야,산불,공유림,임야,산중턱,기타,기타,기타,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,62,8,0,0,0,50,4,0,5,맑음,30,54,0,4,
75,1.90707E+14,0,0,0,132,강원소방본부,횡성소방서,둔내119안전센터,,20190707,40400,20190707,40410,,,20190707,40535,20190707,42734,20190707,171725,20190707,51725,20190707,65034,2159,4951,28,15,7,강원도,횡성군,청일면,갑천리,1095-6,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,기타,기타,합성수지,합성수지,가연성물질의급격한연소,67,12,20,3,10,0,2,20,9,맑음,27,41,135,,
76,1.90708E+14,0,1,1,0,강원소방본부,원주소방서,신림119안전센터,,20190708,93800,20190708,93855,,,20190708,94029,20190708,95321,20190708,103617,20190708,105600,20190708,32437,1252,10239,30,6,0,강원도,원주시,신림면,성남리,,,임야,산불,사유림,임야,미상,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,가연성물질의급격한연소/화재인지/신고지연,73,17,0,8,20,0,28,0,8,맑음,21,0,180,4,
77,1.90709E+14,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,귀래119지역대,20190709,14900,20190709,14953,,,20190709,15411,20190709,21503,20190709,144926,20190709,25500,20190709,42034,2052,3957,28,0,11,강원도,원주시,귀래면,용암리,,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,38,8,0,2,15,0,13,0,6,맑음,19,62,135,4,
78,1.90709E+14,0,0,0,1969,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20190709,63900,20190709,63907,,,20190709,64018,20190709,64618,20190709,185525,20190709,80725,20190709,111000,600,12107,10,10,4,강원도,영월군,남면,창원리,48,,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,라이터불/성냥불,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소,84,25,30,4,15,0,10,0,12,맑음,23,52,90,4,
79,1.9071E+14,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,귀래119지역대,20190709,111200,20190709,111205,,,20190709,111343,20190709,113107,20190710,121339,20190710,123615,20190710,15005,1724,10508,28,23,8,강원도,원주시,귀래면,용암리,,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,모닥불/연탄/숯,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,56,11,15,5,5,0,20,0,9,맑음,14,94,135,4,
80,1.90823E+14,0,0,0,0,강원소방본부,횡성소방서,횡성119안전센터,,20190823,123100,20190823,123105,,,20190823,123143,20190823,123912,20190823,133518,20190823,15742,20190823,25429,729,11830,33,33,6,강원도,횡성군,서원면,석화리,,,임야,산불,사유림,임야,산중턱,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,건초,종이/목재/건초등,건초,가연성물질의급격한연소,106,15,18,3,70,0,0,0,11,맑음,27,60,180,4,
81,1.91031E+14,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20191031,84700,20191031,84737,,,20191031,84813,20191031,85949,20191031,214414,20191031,100344,20191031,111656,1136,10355,19,19,0,강원도,고성군,죽왕면,공현진리,79,,임야,산불,국유림,임야,산정상,군경사격장,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,건초,,,,342,17,0,22,31,200,0,72,18,맑음,19,46,270,,
82,1.91113E+14,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20191113,122200,20191113,122230,,,20191113,122612,20191113,125521,20191113,153005,20191113,40120,20191113,43505,2909,30559,22,22,0,강원도,화천군,화천읍,풍산리,1632,,임야,산불,국유림,임야,산중턱,기타,폭발물/폭죽,폭탄/탄약,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,154,8,0,3,30,70,43,0,9,비,8,80,0,4,
83,1.91204E+14,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,,20191204,112900,20191204,112916,,,20191204,113027,20191204,114257,20191204,1048,20191204,121748,20191204,10048,1230,3451,11,11,12,강원도,양구군,양구읍,군량리,86,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,굴뚝아궁이,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타/기상(건조/강풍등)/원거리소방서/현장진입지연(불법주차),73,12,15,10,15,0,21,0,10,맑음,6,24,315,4,
84,1.91205E+14,0,0,0,1100,강원소방본부,삼척소방서,도계119안전센터,,20191205,100900,20191205,100940,,,20191205,101049,20191205,104054,20191205,113000,20191205,120633,20191205,123725,3005,12539,33,7,15,강원도,삼척시,도계읍,점리,산129-2,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,기타,133,45,20,8,30,0,30,0,34,맑음,-4,28,180,4,풍랑주의보
85,1.91211E+14,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20191211,42600,20191211,42642,,,20191211,42827,20191211,43636,20191211,193703,20191211,73703,20191211,73703,809,30027,6,6,0,강원도,인제군,인제읍,덕산리,22,,임야,산불,사유림,임야,산중턱,군경사격장,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),411,20,12,7,82,253,37,0,13,맑음,7,45,225,4,
86,1.91212E+14,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,북평119지역대,20191211,71800,20191211,71825,,,20191211,72002,20191211,73652,20191212,103957,20191212,103957,20191212,13957,1650,150305,19,19,12,강원도,정선군,북평면,나전리,328-1,졸드루길31-51,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,214,28,41,16,49,0,80,0,30,맑음,5,45,225,,강풍주의보
87,1.9122E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20191220,115600,20191220,115620,,,20191220,115620,20191220,120340,20191220,1634,20191220,123134,20191220,22034,720,2754,8,8,0,강원도,홍천군,홍천읍,결운리,344-2,홍천로689-42,임야,산불,국유림,임야,산중턱,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,26,7,0,2,0,0,17,0,5,맑음,1,32,315,4,풍랑주의보
88,1.91231E+14,0,0,0,1100,강원소방본부,고성소방서,동광119안전센터,,20191231,121800,20191231,121850,,,20191231,121922,20191231,123356,20191231,24100,20191231,43500,20191231,90000,1434,40104,26,10,0,강원도,고성군,토성면,신평리,136-3,잼버리로261,임야,산불,사유림,임야,평지,미상,작동기기,전기적아크,전기적요인,미확인단락,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/원거리소방서/화재인지/신고지연,727,150,150,116,50,120,141,0,48,맑음,-9,36,270,,
89,1.91231E+14,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20191231,25600,20191231,25627,,,20191231,25708,20191231,30757,20191231,35307,20191231,45600,20191231,70206,1049,14803,6,8,0,강원도,강릉시,죽헌동,,80,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/화재인지/신고지연,128,37,21,20,10,0,40,0,22,맑음,-3,36,225,,강풍주의보
1,2E+14,0,1,1,990,강원소방본부,강릉소방서,유천119안전센터,,20200101,125600,20200101,125616,128.8408,37.7603,20200101,125644,20200101,10342,20200101,131943,20200101,103343,20200101,22043,658,3001,4,4,0,강원도,강릉시,성산면,위촌리,638,위촌길274-15,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,기상(건조/강풍등),67,38,19,2,2,0,2,4,19,맑음,6,34,225,,건조주의보
2,2E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20200103,122200,20200103,122230,127.642,37.9794,20200103,122307,20200103,123748,20200103,142000,20200103,30500,20200103,35500,1441,22712,16,15,0,강원도,춘천시,서면,오월리,,납실길107-64,임야,산불,국유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,77,26,0,8,23,0,0,20,0,맑음,1,51,180,4,
3,2E+14,0,1,1,0,강원소방본부,춘천소방서,신북119안전센터,,20200104,15400,20200104,15416,127.7354,37.9666,20200104,15503,20200104,21413,20200104,172530,20200104,52530,20200104,52530,1910,31117,0,0,0,강원도,춘천시,신북읍,발산리,,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,0,0,0,0,0,0,0,0,0,맑음,5,41,225,4,풍랑주의보
4,2E+14,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20200104,24900,20200104,24933,128.5828,37.255,20200104,25033,20200104,31319,20200104,152040,20200104,34040,20200104,54540,2246,2721,40,14,0,강원도,정선군,신동읍,덕천리,139,,임야,산불,사유림,임야,산아래,기타,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,77,20,30,2,10,0,15,0,12,맑음,5,43,225,4,풍랑주의보
5,2E+14,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20200115,14600,20200115,14628,128.6259,38.0578,20200115,14709,20200115,15128,20200115,140719,20200115,21019,20200115,35419,419,1851,2,2,0,강원도,양양군,양양읍,월리,530-3,고노동길117,임야,산불,국유림,임야,산아래,기타,불꽃/불티,굴뚝아궁이,기계적요인,기계적요인,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,155,26,21,15,65,0,28,0,25,맑음,5,23,315,8,
6,2E+14,0,0,0,0,강원소방본부,강릉소방서,포남119안전센터,,20200122,75700,20200122,75726,128.9216,37.7551,20200122,75915,20200122,80226,20200122,201658,20200122,81758,20200122,93058,311,1532,7,4,0,강원도,강릉시,학동,,산55,,임야,산불,사유림,임야,산아래,쓰레기소각장,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이/목재/건초등,,,,46,27,0,2,2,0,15,0,13,맑음,6,48,225,8,
7,2E+14,0,0,0,99,강원소방본부,횡성소방서,둔내119안전센터,,20200123,125200,20200123,125206,128.1536,37.4717,20200123,125332,20200123,125624,20200123,133843,20200123,13942,20200123,32739,252,4318,22,7,0,강원도,횡성군,우천면,하궁리,154,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/화재인지/신고지연,100,28,28,4,25,0,0,15,10,맑음,9,40,180,4,
8,2E+14,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20200129,122100,20200129,122126,127.6497,38.1108,20200129,122329,20200129,124412,20200129,155000,20200129,43000,20200129,45932,2043,34548,14,14,0,강원도,화천군,하남면,계성리,410,,임야,산불,공유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,부주의,불씨/불꽃/화원방치,종이/목재/건초등,건초,종이/목재/건초등,나무,기상(건조/강풍등)/현장도착지연(교통혼잡),22,12,0,3,6,1,0,0,10,맑음,8,53,315,4,
9,2E+14,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,,20200131,121800,20200131,121807,128.2007,37.7012,20200131,15414,20200131,22833,20200131,143010,20200131,34110,20200131,35310,3419,11237,36,2,0,강원도,홍천군,서석면,풍암리,28,아미산길210,임야,산불,공유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,기타,79,14,26,4,25,0,0,10,7,맑음,8,41,225,4,
10,2E+14,0,1,1,0,강원소방본부,춘천소방서,강촌119안전센터,,20200208,70500,20200208,70500,127.5658,37.8072,20200208,70726,20200208,73145,20200208,75400,20200208,81000,20200208,101515,2419,3815,33,29,0,강원도,춘천시,남산면,백양리,144-42,서백길303-49,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,72,18,0,4,10,0,0,40,8,맑음,-4,72,315,4,풍랑주의보
11,2E+14,0,0,0,4194,강원소방본부,원주소방서,신림119안전센터,,20200209,64100,20200209,64132,128.1954,37.2508,20200209,64426,20200209,65844,20200209,222842,20200209,102842,20200209,102842,1418,32958,30,13,0,강원도,원주시,신림면,황둔리,산3,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,108,22,35,6,10,0,35,0,12,맑음,-1,43,270,4,
12,2E+14,0,2,2,408,강원소방본부,춘천소방서,강촌119안전센터,,20200224,125600,20200224,125618,127.6689,37.6922,20200224,125702,20200224,10306,20200224,171314,20200224,51314,20200224,51314,604,41008,28,22,0,강원도,춘천시,남산면,산수리,387-3,,임야,산불,사유림,임야,평지,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,,,,108,20,26,3,0,0,59,0,10,맑음,10,45,135,4,
13,2E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20200308,15000,20200308,15000,,,20200308,15152,20200308,22116,20200308,152841,20200308,44358,20200308,44412,2924,22242,25,25,15,강원도,홍천군,화촌면,풍천리,77-25,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,113,14,43,4,16,0,0,36,14,맑음,16,21,225,4,
14,2E+14,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20200308,21400,20200308,21451,127.6724,38.07,20200308,21539,20200308,22539,20200308,181247,20200308,61247,20200308,61247,1000,34708,9,9,0,강원도,화천군,하남면,원천리,311-1,,임야,산불,사유림,임야,평지,쓰레기소각장,불꽃/불티,굴뚝아궁이,부주의,쓰레기소각,쓰레기류,쓰레기,,,,67,16,36,5,10,0,0,0,9,맑음,18,20,270,4,
15,2E+14,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20200315,22900,20200315,22906,127.5744,37.6702,20200315,22937,20200315,205455,20200315,155111,20200315,35404,20200315,50359,2518,5909,49,29,13,강원도,홍천군,서면,동막리,276-6,,임야,산불,사유림,임야,산아래,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,쓰레기류,쓰레기,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),86,22,10,8,18,0,0,28,18,맑음,9,19,45,,풍랑주의보
16,2E+14,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20200315,25300,20200315,25329,128.8628,37.806,20200315,25437,20200315,30422,20200315,151526,20200315,31556,20200315,41159,945,1134,6,7,0,강원도,강릉시,죽헌동,,,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,기타/기상(건조/강풍등),96,33,4,15,24,0,10,10,15,구름조금,6,48,45,4,
17,2E+14,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,,20200319,70300,20200319,70318,127.8533,37.2365,20200319,71108,20200319,72357,20200319,83901,20200319,83901,20200319,92401,1249,11504,18,10,0,강원도,원주시,흥업면,대안리,191-10,,임야,산불,사유림,임야,산아래,기타,기타,기타,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),58,10,6,8,0,0,34,0,17,맑음,14,44,225,,강풍주의보
18,2E+14,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,,20200319,123800,20200319,123811,127.8069,37.4103,20200319,123942,20200319,125623,20200319,141510,20200319,31613,20200319,33555,1641,21950,28,26,13,강원도,원주시,지정면,판대리,577-41,,임야,산불,사유림,임야,산중턱,기타,작동기기,불꽃/스파크/정전기,전기적요인,전기적요인,종이/목재/건초등,풀/나뭇잎,,,,174,30,27,20,10,0,37,50,24,구름많음,11,46,315,,강풍경보
19,2E+14,0,0,0,660,강원소방본부,횡성소방서,횡성119안전센터,갑천119지역대,20200321,33600,20200321,33611,128.1309,37.5677,20200321,33718,20200321,34416,20200321,154734,20200321,40352,20200321,54711,658,1936,17,17,4,강원도,횡성군,갑천면,삼거리,,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),76,20,0,3,0,0,20,33,12,맑음,18,32,225,8,
20,2E+14,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20200324,11900,20200324,11936,127.6471,38.0927,20200324,12127,20200324,14013,20200324,160400,20200324,50700,20200324,53416,1846,32647,14,14,0,강원도,화천군,하남면,안평리,,,임야,산불,공유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,화학적요인,자연발화,종이/목재/건초등,건초,종이/목재/건초등,건초,기상(건조/강풍등),85,9,33,3,10,0,30,0,12,맑음,18,16,0,4,
21,2E+14,0,0,0,2574,강원소방본부,영월소방서,중동119안전센터,,20200325,40100,20200325,40150,128.7488,37.1142,20200325,40301,20200325,41814,20200325,174025,20200325,60820,20200325,73047,1513,15006,38,13,12,강원도,영월군,상동읍,내덕리,112-1,,임야,산불,국유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서,150,20,38,12,0,0,80,0,17,맑음,18,27,270,4,
22,2E+14,0,0,0,5522,강원소방본부,양양소방서,하조대119안전센터,,20200326,110300,20200326,110320,,,20200326,110919,20200326,114024,20200326,110,20200326,120110,20200326,122633,3105,2046,24,24,7,강원도,양양군,현남면,상월천리,146-2,,임야,산불,사유림,임야,산중턱,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),197,44,25,9,40,0,0,79,18,맑음,16,54,135,4,
23,2E+14,0,0,0,4125,강원소방본부,철원소방서,태봉119안전센터,,20200326,122700,20200326,122712,127.3372,38.1898,20200326,122813,20200326,123140,20200326,160230,20200326,64430,20200326,64430,327,61250,2,2,11,강원도,철원군,갈말읍,문혜리,459,호국로5327,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,미상,미상,,,,383,35,0,8,90,250,0,0,41,맑음,19,33,135,4,건조주의보
24,2E+14,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20200331,125500,20200331,125525,127.2296,38.2227,20200331,125659,20200331,10233,20200331,140000,20200331,24000,20200331,34400,534,13727,15,6,0,강원도,철원군,동송읍,오덕리,23,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),185,46,50,9,80,0,0,0,33,맑음,17,17,135,4,
25,2E+14,0,0,0,0,강원소방본부,평창소방서,평창119안전센터,미탄119지역대,20200401,114400,20200401,114446,128.5228,37.3545,20200401,114529,20200401,115203,20200401,1715,20200401,123833,20200401,10246,634,4630,16,16,3,강원도,평창군,미탄면,평안리,16,,임야,산불,국유림,임야,산아래,성묘객,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,잔디,,,,84,15,19,0,20,0,30,0,10,맑음,15,24,0,4,
26,2E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20200403,24400,20200403,24448,128.0563,37.9145,20200403,24618,20200403,25413,20200403,154500,20200403,34500,20200403,51527,755,5047,32,32,8,강원도,홍천군,두촌면,장남리,76,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,미상,미상,,,,110,11,24,10,40,0,0,25,16,맑음,18,43,225,4,
27,2E+14,0,0,0,9634,강원소방본부,삼척소방서,근덕119안전센터,,20200404,32600,20200404,32656,129.2611,37.3467,20200404,32744,20200404,34022,20200404,61046,20200404,90000,20200404,20528,1238,51938,17,9,0,강원도,삼척시,근덕면,동막리,,,임야,산불,사유림,임야,산아래,미상,작동기기,전기적아크,전기적요인,전기적요인,전기/전자,전선피복,종이/목재/건초등,나무,기상(건조/강풍등)/화재인지/신고지연,313,103,35,20,35,50,14,56,51,맑음,13,35,270,,강풍주의보
